service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
2,3,0,1,1,29,6,15,6,26.08,71.03,88.9
0,1,1,1,1,2,2,11,5,10.0,15.72,20.9
1,2,1,1,1,3,6,16,3,18.86,6.07,8.8
0,2,1,1,1,44,6,17,0,9.27,43.89,52.0
0,1,0,1,1,3,4,18,0,6.34,6.64,8.7
2,3,1,1,1,5,5,18,4,27.52,22.26,27.3
2,2,0,2,1,29,2,9,4,35.0,336.26,240.0
0,4,1,3,1,26,3,17,0,15.47,57.45,69.9
0,2,1,2,1,24,4,16,5,11.42,41.69,41.1
0,1,0,1,1,38,2,11,2,5.68,77.4,76.9
0,2,1,1,2,43,4,10,1,10.74,69.32,75.1
1,1,1,1,0,23,1,10,5,21.43,351.77,240.0
0,4,0,1,1,9,5,10,5,5.43,5.67,8.0
1,2,0,1,2,38,4,12,1,17.53,104.69,106.7
1,2,0,1,1,13,6,16,0,13.73,18.41,22.1
0,2,1,2,1,2,2,13,5,10.63,11.06,17.6
1,2,1,3,1,6,2,16,5,27.99,63.41,63.4
1,1,1,2,1,10,3,11,4,18.89,46.49,56.6
1,2,1,2,1,18,6,12,1,23.66,50.92,52.3
2,3,0,1,1,43,2,13,2,29.05,315.83,240.0
1,2,1,1,2,11,2,14,5,18.61,66.87,90.9
1,2,0,2,1,21,3,13,0,18.33,82.95,111.8
2,3,0,1,1,44,6,16,3,24.42,88.48,88.0
1,2,0,1,0,6,4,10,4,16.77,16.83,20.6
1,2,1,1,1,6,2,18,6,17.3,36.93,43.2
0,1,0,1,2,36,2,11,4,8.4,107.1,121.3
2,2,1,2,2,18,5,12,6,35.0,85.93,87.5
0,1,1,1,1,23,3,14,4,8.53,49.62,66.0
0,2,1,2,2,31,3,17,5,16.0,104.32,123.5
1,3,1,1,1,39,6,18,6,18.53,153.27,186.2
1,1,0,1,1,2,4,9,3,12.22,4.96,6.5
1,3,1,1,2,10,6,9,3,22.56,20.2,21.0
1,2,1,1,1,6,2,10,0,18.59,37.37,39.4
0,1,1,2,1,38,1,13,0,13.21,356.9,240.0
2,5,0,1,1,27,1,9,5,29.7,235.62,237.6
1,1,1,2,1,1,4,10,5,23.36,7.2,10.6
2,2,0,1,1,28,5,17,6,30.24,126.14,146.6
0,2,1,1,0,11,3,9,6,10.27,28.34,32.2
1,4,1,2,1,1,5,14,3,22.41,10.01,18.7
1,2,1,1,1,12,5,18,6,17.74,31.47,42.9
0,4,1,1,1,41,5,17,1,9.8,35.01,44.5
1,2,0,1,1,27,1,16,1,12.07,199.69,200.3
0,1,0,1,1,6,4,13,4,6.63,9.26,17.4
1,2,1,1,2,26,1,17,5,20.68,326.28,240.0
1,1,0,2,1,0,4,14,6,16.33,5.28,6.3
1,1,1,1,1,27,3,15,2,17.71,118.37,157.8
1,1,0,3,1,20,5,11,2,20.06,57.27,57.4
0,1,1,1,0,1,2,17,1,10.06,7.4,11.2
1,1,0,1,1,39,6,15,4,13.09,65.79,85.1
0,2,0,1,1,45,5,11,5,5.68,31.21,29.9
0,1,0,1,2,22,4,12,1,7.48,32.09,32.5
0,1,0,1,2,17,3,17,1,6.83,30.11,37.4
0,1,1,1,1,45,3,17,3,9.28,148.73,181.7
1,4,1,1,1,43,1,12,3,14.95,252.67,240.0
1,2,1,3,2,40,4,13,5,28.52,178.53,235.2
0,2,0,2,1,3,4,11,5,7.62,5.61,7.3
0,2,1,1,1,6,2,17,2,8.88,19.93,27.6
0,2,0,1,0,9,6,16,2,7.17,7.45,7.9
1,1,0,1,1,40,5,15,1,12.31,74.05,95.8
0,2,1,1,0,45,6,13,2,11.63,57.37,75.3
0,3,0,1,2,21,3,9,3,7.64,27.66,28.3
1,2,1,1,1,16,3,15,3,16.5,58.17,76.3
0,4,1,2,1,5,6,12,2,12.25,9.82,9.7
0,1,1,2,1,34,6,18,4,11.65,48.7,63.5
0,3,1,1,1,35,6,9,0,8.25,24.86,31.5
0,3,0,1,2,40,2,12,5,7.78,80.01,82.6
0,2,1,1,1,45,3,17,6,9.36,87.74,108.4
1,2,0,1,2,20,2,17,4,14.93,94.27,112.9
0,1,1,1,1,34,3,15,6,9.47,79.18,107.9
0,2,1,1,1,13,5,12,2,9.91,20.41,23.1
0,2,1,1,1,28,3,9,1,9.4,56.35,58.7
1,1,1,1,2,1,4,10,6,23.53,5.18,4.2
2,1,1,1,1,27,2,10,5,32.28,323.13,240.0
1,2,1,1,1,30,2,12,2,19.81,184.75,187.5
1,5,1,3,1,25,6,9,2,29.48,36.64,39.2
1,2,1,2,1,39,1,15,4,19.75,464.39,240.0
0,1,1,1,2,35,2,12,1,11.99,152.87,154.3
0,4,0,1,1,3,2,12,4,5.21,6.45,11.2
0,1,1,1,1,6,3,17,0,10.65,19.23,22.6
0,1,1,1,1,36,2,13,6,10.3,134.65,178.5
0,2,1,1,2,26,4,17,3,10.71,45.55,63.0
1,1,0,2,1,43,2,12,4,15.79,242.68,240.0
0,2,1,1,1,28,3,17,1,10.92,74.34,94.5
2,1,0,2,2,0,2,17,3,35.0,11.17,13.2
2,3,1,2,0,18,2,11,0,35.0,188.65,212.0
2,1,0,1,1,12,6,14,0,30.64,53.81,69.8
0,3,1,1,1,31,4,18,1,9.82,41.22,49.3
2,3,1,1,1,5,4,14,2,33.64,32.85,44.5
1,4,0,1,1,31,1,11,1,13.96,176.29,178.2
2,1,1,2,1,22,4,16,1,35.0,136.88,141.5
1,2,1,1,1,20,2,12,4,19.82,125.15,141.0
1,3,1,1,2,43,3,18,2,21.9,160.86,192.3
0,4,0,1,1,21,3,13,6,5.25,16.39,23.6
0,2,0,1,1,40,2,11,1,6.3,76.31,78.0
0,5,1,2,0,9,6,17,4,14.12,10.76,15.4
2,1,0,2,0,41,2,12,3,32.79,480.69,240.0
0,2,1,2,1,25,5,11,2,12.55,41.48,45.1
0,1,1,4,1,5,2,18,3,15.31,32.71,40.2
2,1,0,3,2,42,4,15,2,35.0,268.3,240.0
0,1,0,1,2,37,5,16,6,6.48,34.43,35.4
2,3,1,3,2,16,6,9,2,35.0,47.35,52.0
1,2,1,1,1,28,5,13,5,18.17,66.8,92.6
0,1,0,1,1,24,3,11,0,6.25,36.25,40.2
0,1,1,2,2,34,3,9,2,14.87,119.26,124.0
1,4,1,1,1,6,1,9,5,17.54,78.04,83.1
2,2,1,1,1,42,4,11,0,32.39,205.58,231.1
2,1,0,2,1,21,6,18,3,34.01,94.18,112.9
0,1,1,1,1,22,1,16,3,9.04,147.8,153.9
0,1,0,2,2,21,4,18,6,9.55,38.97,45.6
0,1,1,1,2,15,5,15,0,10.56,27.32,37.9
1,1,1,2,1,21,5,11,0,18.83,56.57,65.8
0,1,1,1,0,9,3,14,4,10.86,26.16,39.8
0,2,0,2,1,7,5,15,3,8.05,10.64,15.9
1,3,0,1,0,15,2,11,2,13.69,63.88,62.4
0,1,1,2,1,43,5,15,4,12.25,78.51,107.2
0,1,0,3,1,45,3,10,1,9.51,103.7,103.2
1,3,0,1,2,29,5,18,3,16.44,50.8,57.3
1,1,1,2,1,31,4,12,3,19.3,110.56,111.8
0,3,1,1,1,16,4,11,3,8.35,16.85,18.5
1,2,0,4,2,14,5,16,5,28.6,50.57,49.6
1,4,1,3,2,33,2,18,2,34.39,229.1,240.0
1,1,1,2,2,4,1,18,5,29.29,92.89,111.3
2,3,1,1,0,28,6,11,6,35.0,82.7,84.5
1,2,1,4,2,26,1,9,5,35.0,555.32,240.0
1,2,0,1,1,19,6,15,0,15.2,33.59,43.1
1,1,1,1,2,15,5,17,1,23.05,56.93,70.8
1,1,1,2,2,22,6,12,3,23.98,69.48,71.2
0,3,1,1,0,40,2,16,1,11.65,125.66,132.9
0,1,1,1,2,18,6,13,6,10.21,25.04,36.6
1,2,0,2,1,23,5,14,4,17.91,56.23,73.3
0,1,0,2,1,2,3,14,2,7.02,7.77,12.0
0,2,1,2,1,44,5,15,5,10.1,57.77,78.0
1,1,1,2,0,43,4,10,5,24.17,182.95,187.7
0,2,1,1,1,7,1,9,4,10.89,53.54,65.7
1,3,1,1,2,31,2,11,2,21.8,169.64,170.1
0,1,0,2,0,29,5,12,5,7.02,31.7,31.7
0,4,0,2,2,1,2,14,2,8.28,5.45,8.4
0,2,1,3,1,20,4,15,0,14.8,50.58,68.3
0,2,0,1,1,0,5,10,3,6.44,2.0,2.0
0,1,1,4,1,5,3,18,6,14.37,21.67,25.2
0,2,0,1,2,36,5,10,0,7.74,34.58,42.6
0,2,1,1,1,42,5,10,0,8.36,42.09,46.8
1,3,1,1,2,35,3,12,5,22.67,137.86,142.7
0,4,0,2,1,18,1,16,0,7.27,54.03,59.8
1,4,0,1,2,4,1,14,4,19.55,38.09,53.2
1,2,1,1,1,11,1,17,4,15.01,103.0,127.4
0,1,1,1,1,11,2,13,3,8.94,104.24,134.5
0,4,1,1,2,8,5,10,0,10.53,7.31,7.5
0,1,0,2,1,39,1,13,4,8.48,235.81,240.0
2,4,1,1,1,7,1,16,2,33.29,102.69,103.1
2,1,1,1,1,40,4,13,0,34.21,252.13,240.0
0,5,1,3,1,12,2,9,0,13.85,29.85,35.8
1,1,1,1,2,30,2,17,1,18.67,201.97,239.8
2,1,0,1,2,22,5,14,0,35.0,119.34,158.2
1,2,0,2,1,6,3,11,0,19.2,30.11,33.4
0,3,0,1,1,18,6,13,6,6.67,13.27,17.3
0,2,1,2,1,25,1,11,1,10.72,170.5,175.5
0,2,0,1,2,27,2,10,3,7.86,65.01,68.2
1,3,1,1,1,32,6,9,2,17.19,47.06,48.6
1,3,1,1,1,23,4,17,0,17.73,56.38,67.6
1,4,0,2,1,18,4,14,3,17.58,36.62,51.5
0,1,0,1,2,33,4,12,6,7.63,46.37,51.9
2,1,1,2,0,34,2,10,1,35.0,450.8,240.0
1,2,1,2,0,21,1,15,1,21.36,273.73,240.0
0,3,0,1,1,19,4,14,0,6.63,18.52,25.1
0,1,1,1,1,29,4,12,0,10.3,55.39,60.4
1,1,1,1,0,6,2,13,2,21.28,51.67,70.3
0,4,0,1,1,29,4,16,4,5.62,16.77,22.3
0,1,1,1,1,40,1,13,0,8.27,236.02,240.0
0,2,1,1,1,10,3,14,0,9.93,24.11,33.8
2,1,1,1,2,13,6,10,2,34.89,54.89,58.7
1,3,0,1,1,21,1,11,0,14.57,179.28,199.5
0,4,0,1,2,14,4,12,3,8.52,14.94,14.9
2,1,1,3,1,19,4,15,6,35.0,129.27,175.9
1,2,1,1,1,30,1,13,1,20.01,364.58,240.0
0,3,1,1,0,34,3,11,6,10.68,63.37,66.9
2,2,0,2,1,40,5,10,3,35.0,172.2,172.8
1,2,1,1,1,17,4,16,6,16.25,46.51,49.1
1,2,1,3,1,16,4,11,6,30.14,80.43,81.9
0,3,1,1,1,41,1,14,5,10.51,216.72,240.0
1,5,1,1,1,29,1,17,0,17.19,145.55,175.4
0,1,1,1,2,42,5,17,6,12.68,78.59,92.9
0,1,0,3,1,30,2,17,6,9.68,105.58,125.7
1,5,1,1,1,44,4,13,4,16.06,54.67,75.0
2,1,0,1,1,7,4,17,3,26.93,42.39,52.3
1,3,0,3,1,16,1,10,2,23.03,188.15,190.0
0,4,1,2,1,14,2,11,2,13.48,42.24,44.0
0,1,0,4,1,38,2,14,3,10.72,146.84,190.3
2,2,0,2,1,34,2,12,6,32.61,339.71,240.0
0,1,0,1,2,27,3,9,5,7.0,44.83,46.3
0,2,1,1,0,29,3,15,0,11.71,71.51,95.3
1,2,0,1,1,11,4,12,3,14.21,29.94,33.1
2,2,1,1,2,0,5,11,5,34.01,6.0,7.3
1,1,1,1,1,38,3,12,3,16.74,155.24,154.4
0,2,1,1,1,15,6,11,5,10.23,15.62,17.7
0,2,0,1,1,3,5,10,1,6.8,2.85,7.5
1,2,1,3,1,31,2,10,3,30.01,292.47,240.0
2,3,1,1,2,0,5,10,6,35.0,2.0,4.6
2,5,0,1,1,16,5,9,6,31.03,31.19,30.9
1,3,1,2,0,40,1,12,6,27.55,550.66,240.0
1,1,1,1,2,38,4,13,1,23.63,165.12,213.4
0,1,1,2,2,1,3,13,0,12.79,8.24,13.0
0,1,1,3,1,2,4,9,6,15.77,6.54,6.8
0,2,0,1,1,3,5,9,3,6.89,4.03,6.4
2,3,1,1,0,20,2,18,5,35.0,182.64,218.9
0,1,0,1,1,34,4,15,5,5.2,34.57,48.3
0,1,0,1,1,29,6,18,1,5.96,22.58,30.4
2,1,1,1,2,38,5,12,1,34.04,191.31,192.6
0,2,1,4,1,14,3,14,1,18.5,57.05,78.0
0,4,0,1,1,2,6,9,5,5.23,2.0,2.7
1,2,0,1,0,12,1,13,1,16.61,124.3,161.3
1,2,0,1,1,40,4,17,5,12.57,79.38,91.1
0,2,0,2,2,11,6,11,0,9.9,11.59,14.6
2,3,1,1,1,43,1,9,2,27.58,591.09,240.0
0,3,1,1,2,27,2,15,5,12.64,87.76,115.3
2,1,1,3,2,45,3,12,5,35.0,379.45,240.0
1,3,1,1,1,45,3,13,4,19.68,150.65,195.4
0,2,0,1,1,45,3,10,5,5.58,52.03,54.3
1,4,1,1,2,28,4,11,0,22.42,70.03,82.5
0,1,1,3,0,41,3,13,6,13.39,134.19,175.6
0,4,1,4,0,33,1,9,3,18.72,319.97,240.0
2,2,1,1,1,13,4,16,4,30.07,61.49,69.5
0,1,1,1,1,40,5,18,0,9.49,56.24,69.5
0,2,0,1,1,32,2,15,0,5.6,55.35,70.2
0,1,1,2,2,12,4,14,6,16.97,42.26,59.8
0,4,1,1,1,45,6,17,1,10.56,49.86,64.7
2,1,1,1,2,3,3,16,3,35.0,31.82,33.7
2,4,1,1,1,19,6,17,1,31.28,48.9,60.1
0,4,1,1,1,7,6,9,4,9.42,5.66,5.1
0,2,1,1,1,36,6,9,5,9.63,35.16,34.4
1,1,0,3,1,28,3,17,4,19.87,144.56,168.8
0,2,1,1,0,22,6,11,2,10.04,23.66,28.3
0,4,1,1,1,9,3,12,1,10.19,15.76,21.9
0,4,1,1,0,44,3,13,4,9.75,58.54,80.7
0,2,1,2,1,9,4,10,4,13.55,23.72,29.3
1,2,0,3,2,27,3,15,5,28.32,161.98,206.7
2,2,0,4,1,37,5,13,4,35.0,166.81,221.6
1,4,0,1,1,4,5,16,4,13.28,6.19,7.6
1,5,1,1,1,14,2,12,5,15.93,37.43,40.3
0,1,1,2,0,22,5,10,1,14.44,46.64,50.0
2,4,1,3,1,2,2,18,2,35.0,24.1,29.1
2,5,1,3,1,23,1,9,2,35.0,239.27,240.0
2,2,1,1,1,11,3,17,0,32.74,82.49,100.3
0,2,1,1,2,2,2,17,1,11.62,11.57,20.9
1,4,1,1,1,16,3,18,4,17.13,62.5,76.1
1,4,1,1,0,39,6,12,6,21.24,59.79,63.7
0,2,0,1,1,6,2,13,2,5.34,12.18,17.4
2,2,1,1,0,23,1,12,0,31.3,440.27,240.0
0,2,0,1,2,38,5,13,1,7.85,39.25,51.9
0,1,0,1,1,28,2,11,3,6.7,66.88,66.8
0,5,1,1,2,39,6,11,1,12.26,23.06,24.7
0,1,0,1,2,38,1,18,4,8.62,261.68,240.0
2,3,1,2,1,12,2,15,4,35.0,114.86,154.9
0,2,1,1,1,24,3,16,3,8.19,40.74,42.2
0,1,1,1,1,43,4,18,4,8.4,67.14,78.7
1,2,1,2,1,34,5,11,1,22.1,96.48,100.5
0,1,1,1,1,2,1,18,5,8.4,14.74,22.9
1,5,0,4,1,3,4,16,3,27.5,12.64,15.0
1,1,1,1,0,0,4,14,1,17.04,5.97,9.1
0,3,1,4,2,13,5,15,1,20.68,34.14,48.2
2,2,1,1,1,41,3,15,0,34.51,291.34,240.0
1,3,0,1,2,21,3,17,4,18.04,80.95,96.4
1,1,1,1,1,41,3,10,5,19.68,189.69,189.8
2,1,1,1,1,8,3,14,4,30.1,67.41,91.0
1,3,0,1,2,20,2,17,5,16.89,88.83,107.4
0,3,0,1,1,36,1,18,4,5.93,107.27,128.4
0,1,1,1,1,16,5,12,1,10.59,28.89,31.5
1,3,0,1,1,24,4,15,0,12.02,40.97,57.8
2,2,1,1,1,2,6,15,2,32.98,18.05,29.4
0,1,1,1,1,14,6,17,2,8.96,30.51,38.6
0,3,1,1,1,45,3,10,6,9.38,69.87,73.5
1,3,1,1,0,20,2,10,3,22.12,119.89,123.1
1,2,1,1,1,33,5,9,5,15.93,63.03,68.3
0,1,1,1,1,26,2,10,6,9.4,93.26,101.0
2,2,1,1,0,31,6,9,2,35.0,110.04,115.6
2,1,0,2,1,3,1,15,1,35.0,87.38,119.7
1,1,1,2,1,20,4,18,0,20.89,79.73,96.8
0,1,1,3,0,21,4,12,3,14.19,56.55,57.6
1,3,1,1,1,4,5,11,0,16.59,9.72,10.3
0,3,0,1,2,28,5,17,0,7.08,22.57,30.5
1,1,1,2,1,19,3,17,1,24.81,118.72,142.8
0,3,1,1,1,32,6,16,4,10.75,28.54,32.7
1,1,0,1,1,42,6,9,2,12.2,60.6,63.1
0,4,0,1,1,19,1,14,5,6.25,48.08,61.6
1,3,0,3,0,18,2,15,1,21.17,100.73,133.4
1,3,1,2,1,14,5,15,2,25.05,43.3,59.6
2,1,1,2,1,10,1,16,4,35.0,258.88,240.0
0,5,0,1,1,4,4,10,5,6.08,2.12,5.0
0,4,0,1,1,44,2,10,0,6.34,55.07,61.9
0,2,1,1,2,7,6,16,4,10.52,7.85,11.0
0,1,0,2,1,5,3,16,2,6.69,8.82,10.0
0,2,0,1,1,42,4,12,6,5.44,36.87,33.9
1,1,1,3,1,10,2,10,4,29.77,126.1,145.2
1,2,0,1,1,33,5,13,5,12.13,52.83,67.2
0,5,0,2,1,25,6,9,5,8.14,10.05,7.3
0,3,1,2,1,37,6,11,6,11.74,35.7,32.9
1,2,1,2,1,7,3,12,1,19.13,947.37,240.0
0,2,0,1,2,32,1,18,6,6.38,124.13,142.7
2,4,1,2,0,3,4,17,5,35.0,64.94,77.9
0,1,0,2,1,26,1,16,0,7.69,143.67,158.7
0,4,1,2,1,25,5,10,4,13.2,26.8,34.3
0,1,1,3,1,1,6,9,1,13.88,2.61,2.0
0,2,1,1,1,15,3,10,6,9.25,31.16,31.7
2,3,1,4,1,5,4,12,3,35.0,32.13,34.2
0,2,1,3,1,27,4,15,6,15.75,68.73,93.9
1,2,1,2,1,45,6,14,4,18.69,91.12,123.7
0,2,1,1,1,22,3,9,2,8.29,40.56,41.4
1,2,1,1,2,2,4,15,6,19.6,12.29,19.2
2,1,0,2,0,8,3,10,6,35.0,71.01,72.0
1,2,0,3,0,23,3,13,1,22.84,111.58,146.9
0,5,0,1,1,25,4,17,3,6.8,15.3,19.7
1,1,0,1,1,15,1,15,1,12.24,133.69,174.2
0,1,0,2,1,25,5,14,5,8.53,33.31,43.2
0,2,0,1,1,8,1,18,2,6.76,34.74,44.5
1,2,1,4,0,10,6,15,2,32.6,42.53,60.0
2,1,1,1,0,28,6,12,4,33.31,120.61,138.4
0,2,1,1,1,1,4,10,0,9.93,2.0,5.2
1,2,0,2,1,7,1,13,1,17.65,81.1,107.7
0,3,0,1,2,44,1,14,4,8.2,180.47,234.9
0,2,1,2,2,12,1,17,3,14.17,106.26,128.2
2,5,1,1,1,43,5,13,2,27.99,76.43,101.4
1,3,0,1,1,3,3,11,2,15.77,13.16,14.5
0,2,1,1,1,32,4,9,6,9.49,48.82,51.3
1,2,1,3,2,24,3,11,2,34.59,178.28,178.1
1,4,1,1,1,37,4,15,5,18.85,74.1,102.4
1,3,1,1,1,42,6,12,6,16.39,61.33,66.8
0,3,1,2,2,29,4,14,1,15.4,60.22,78.0
0,1,1,2,0,18,4,14,4,13.02,46.94,64.9
2,2,1,2,2,9,5,16,5,35.0,40.26,42.8
1,3,1,1,0,27,4,10,3,16.82,57.08,62.0
1,2,1,1,0,40,5,18,1,19.05,96.6,114.8
1,5,1,2,0,45,4,12,5,26.37,92.7,95.5
0,4,0,1,1,34,6,10,0,5.8,12.81,17.5
1,2,1,1,1,45,3,16,4,15.01,135.05,155.4
0,1,1,1,2,45,5,14,1,11.88,78.82,104.3
0,1,1,2,0,38,5,18,0,12.07,67.93,84.4
0,2,0,1,0,23,3,12,2,6.61,33.84,33.2
1,1,0,1,1,13,2,14,3,15.26,75.23,98.1
0,1,1,1,1,24,5,18,6,9.38,34.11,44.2
0,1,1,1,0,38,5,17,3,10.72,60.65,74.6
0,2,0,3,1,32,2,17,4,9.24,91.7,111.9
0,4,1,1,2,19,4,11,6,13.48,25.86,28.6
0,2,1,1,1,14,6,18,0,8.63,15.93,18.8
1,2,1,1,1,4,1,15,3,15.37,42.65,59.7
0,2,1,2,1,15,2,18,5,12.12,58.29,69.9
0,2,1,1,1,41,1,12,6,9.49,236.44,239.3
1,3,1,2,1,7,5,14,3,21.84,22.3,31.9
1,2,1,1,2,39,1,10,0,23.05,542.48,240.0
1,2,1,1,1,29,3,9,0,17.79,104.68,119.1
0,4,1,3,1,39,6,13,3,12.95,36.58,53.0
1,1,1,1,1,24,4,15,1,18.16,83.34,110.6
0,3,1,2,2,29,5,9,6,12.83,37.3,39.6
1,2,1,4,0,43,2,9,4,35.0,482.04,240.0
0,2,1,3,2,7,3,18,1,19.41,33.12,42.3
0,1,0,2,1,30,4,14,1,7.61,42.9,56.7
1,4,1,1,1,4,6,18,6,19.2,17.45,25.1
0,1,0,3,1,25,1,10,0,7.83,140.36,161.5
0,3,1,1,1,17,6,10,1,8.75,12.42,12.7
1,4,0,1,0,26,2,16,0,13.62,71.07,79.0
1,2,0,1,0,2,3,18,2,15.83,12.43,16.4
1,2,0,1,1,30,5,16,4,14.8,53.33,56.8
1,2,1,1,1,11,5,14,4,19.48,32.24,43.8
1,3,1,3,1,25,1,17,6,24.42,307.61,240.0
0,3,1,1,1,8,3,17,5,10.9,23.54,27.2
2,2,1,1,2,25,4,12,5,34.76,140.41,143.7
1,2,1,2,1,20,2,14,1,22.86,144.29,190.0
1,1,1,1,2,6,4,14,1,22.79,32.31,43.6
0,3,0,2,1,42,4,13,5,6.98,38.42,51.7
2,3,1,2,2,14,5,15,6,35.0,60.9,84.6
0,2,1,1,2,23,6,11,1,13.0,29.89,33.0
1,1,1,1,1,5,4,18,3,17.31,25.73,34.4
0,3,1,2,1,13,2,12,6,13.39,241.94,240.0
1,3,0,1,1,25,1,11,0,12.36,178.38,201.2
0,1,1,1,1,30,4,18,1,8.79,49.98,63.0
1,2,0,1,0,45,2,17,6,13.82,189.94,221.6
0,1,1,2,0,8,4,18,0,13.65,24.28,28.5
0,2,0,1,1,18,2,17,5,5.59,32.65,38.3
1,2,0,2,2,33,5,16,2,21.46,84.93,85.9
0,1,1,1,1,41,4,16,3,10.85,78.49,80.5
0,2,0,2,0,11,3,13,0,7.54,19.94,31.9
0,3,0,3,1,44,6,17,3,7.67,48.04,54.9
2,2,1,3,1,15,1,18,5,35.0,326.25,240.0
0,1,0,4,1,14,3,10,4,9.47,34.14,36.8
0,2,0,1,1,16,2,13,1,5.7,29.9,41.8
1,2,1,4,2,29,6,13,0,35.0,112.23,147.7
0,4,1,1,1,15,3,12,4,8.2,18.65,24.4
0,2,1,1,1,45,3,17,3,10.61,99.28,119.6
1,4,0,1,1,12,6,9,2,14.67,11.8,9.5
0,5,1,1,1,15,1,9,3,8.62,42.24,41.2
1,2,0,1,1,14,2,11,6,14.77,64.41,63.1
1,1,1,1,1,11,2,10,3,16.5,68.44,73.6
2,4,1,1,2,4,3,9,5,35.0,20.77,20.4
2,4,1,1,1,21,6,11,6,29.08,41.21,44.4
0,4,1,1,1,5,4,13,4,9.48,58.45,76.7
1,5,1,1,1,13,1,9,4,16.44,82.62,94.6
1,1,1,3,1,37,4,14,4,26.58,181.2,238.3
0,2,0,1,1,39,1,18,1,5.18,121.79,145.6
0,3,0,1,1,9,5,12,2,5.68,8.09,7.1
2,2,0,1,1,31,3,17,6,29.04,187.92,224.0
0,4,1,1,1,7,1,9,1,9.63,38.63,39.7
0,1,1,2,1,18,1,16,6,11.19,146.16,150.3
1,3,1,1,1,23,5,9,1,15.7,35.9,39.9
1,4,1,1,1,20,2,15,4,15.51,65.01,85.6
0,1,1,1,1,11,2,9,1,9.6,38.82,45.5
0,2,0,1,2,42,2,9,6,8.57,114.93,114.7
0,2,0,2,2,29,1,10,4,10.55,186.68,208.6
2,1,1,4,2,40,3,10,2,35.0,330.12,240.0
2,1,1,1,1,36,2,10,4,30.59,398.36,240.0
0,2,0,1,0,14,2,16,6,6.47,28.95,32.3
1,1,1,2,1,21,1,18,3,21.2,318.27,240.0
0,2,1,1,1,25,4,17,1,10.22,42.47,54.2
1,1,1,2,2,25,3,9,0,30.2,186.7,210.1
0,4,1,1,1,1,2,9,5,10.13,11.33,14.5
1,2,0,4,0,41,6,18,0,26.77,117.63,141.4
0,4,1,1,1,45,4,17,1,10.5,49.78,61.6
0,1,1,2,1,3,6,11,4,10.59,5.2,9.9
0,1,1,1,0,0,3,10,0,11.28,2.0,5.3
0,2,0,1,1,31,5,13,1,5.14,22.51,32.0
2,1,0,1,2,6,4,15,2,34.77,49.36,65.3
2,4,1,1,0,10,2,16,0,34.44,95.91,110.1
1,1,1,1,2,13,2,14,3,20.08,99.08,133.4
0,1,1,1,1,40,2,14,6,8.67,124.7,165.5
0,3,1,1,1,42,3,17,5,8.31,60.78,72.7
0,3,0,1,1,5,3,17,4,6.7,8.02,13.3
0,1,0,1,2,15,6,11,2,7.24,12.89,14.3
0,2,0,1,1,19,4,9,3,5.63,16.49,12.5
1,2,0,2,2,26,3,9,3,18.98,101.35,103.8
0,2,0,2,1,45,4,17,6,7.98,57.1,69.8
1,1,0,3,1,33,4,9,0,19.84,116.13,134.1
1,3,0,1,2,16,6,15,1,16.74,28.49,35.7
0,1,0,2,0,1,4,12,6,7.61,4.67,7.5
1,2,1,2,1,35,5,15,1,23.63,106.68,141.3
0,4,0,3,1,17,6,9,4,9.65,13.18,16.9
0,2,1,1,1,37,4,11,3,10.72,59.75,60.2
0,1,0,1,2,12,4,15,4,7.89,20.43,29.7
1,4,1,2,1,43,6,13,1,24.03,75.91,104.4
0,2,0,1,2,10,5,15,2,6.52,10.07,15.3
1,2,1,1,1,0,1,17,4,20.12,6.91,13.2
0,2,0,2,1,40,3,13,6,6.89,57.75,74.5
0,1,1,3,1,22,1,18,5,13.59,306.96,240.0
0,3,0,1,1,23,4,11,4,5.69,16.56,18.2
1,1,1,1,1,10,1,16,5,19.31,297.29,240.0
1,2,1,1,1,20,6,10,2,15.52,34.31,40.0
1,2,1,1,2,21,2,10,5,23.29,167.97,170.0
0,3,1,1,1,25,1,17,3,9.12,115.08,141.0
0,3,0,2,1,15,1,16,6,8.59,66.78,68.6
1,1,0,1,1,26,3,12,3,15.42,98.46,100.3
0,3,0,1,1,34,4,17,3,6.24,28.35,37.1
0,3,0,3,1,20,2,15,3,9.07,49.0,64.3
0,2,0,1,1,33,5,10,6,5.97,24.68,26.7
1,5,0,4,1,43,6,17,4,23.89,55.96,64.0
1,2,0,2,1,11,6,9,5,19.27,21.46,18.6
0,3,0,1,1,37,2,14,2,5.92,56.35,77.0
1,2,0,1,1,2,4,16,0,15.36,5.6,7.5
1,2,0,1,1,38,2,17,3,13.66,158.66,185.9
0,3,1,2,1,16,3,10,3,12.64,34.42,41.9
0,2,1,1,2,39,1,15,6,13.49,319.5,240.0
1,2,0,1,1,41,6,15,2,15.42,69.19,87.4
1,2,1,2,1,37,5,14,1,19.01,91.06,123.1
0,2,0,2,0,28,6,11,4,7.64,21.88,26.2
1,2,1,1,2,22,1,12,0,24.68,332.44,240.0
0,1,1,1,0,14,4,12,5,9.49,28.5,30.4
1,1,1,1,1,30,3,17,6,15.22,149.24,180.1
